CountryID,Year,pH Level,Turbidity,Dissolved Oxygen,Nitrate Level,Lead Concentration,bacterial_count 
9,2013,6.2,4.5,6.95,11.5,5.78,3212
7,2013,6.79,3.87,5.62,10.78,19.87,3922
9,2000,8.42,2.7,3.97,19.98,4.59,2489
5,2002,6.38,0.74,9.71,20.51,4.16,1486
7,2006,7.86,1.74,6.23,22.12,10.9,3527
9,2014,6.89,2.92,6.96,43.44,16.84,72
7,2018,7.45,4.35,8.26,30.56,14.99,724
5,2019,6.25,1.34,3.48,1.02,14.47,3754
3,2001,6.77,0.61,8.99,25.95,5.65,2995
8,2018,7.25,2.79,8.58,38.12,0.45,4365
8,2008,6.58,0.88,8.42,2.82,3.23,218
2,2018,7.35,3.05,3.15,21.13,6.99,546
6,2004,6.55,1.32,6.69,22.56,19.43,3729
2,2017,7.63,1.15,3.38,47.7,18.4,1968
1,2015,8.26,2,6.86,23.78,4.01,4516
9,2003,6.21,2.97,8.03,37.5,14.51,1259
7,2011,6.54,2.73,3.85,15.15,11.58,2933
6,2006,8.11,1.22,7.86,38.97,1,2509
5,2013,7.58,4.46,6.15,16.13,7.43,4008
1,2022,6.2,0.55,8.68,21.5,9.72,4072
5,2011,7.22,0.2,6.74,23.97,13.35,4680
8,2002,6.52,3.01,5.35,46.32,5.9,1562
8,2004,6.5,0.62,5.32,2.67,18.68,2085
2,2016,8.35,2.52,9.28,9.84,9.04,1789
9,2009,7.9,4.76,6.17,35.29,4.97,3669
6,2009,7.74,3.49,5.84,28.88,6.33,2481
10,2010,6.6,3.09,3.28,12.58,15.04,3430
1,2016,6.3,2.87,5.55,14.46,12.81,204
1,2004,8.18,0.9,8.95,18.37,14.84,741
2,2012,6.01,2.16,8.33,22.52,5.85,2888
8,2009,6.97,1.71,4.55,40.9,6.54,3494
2,2008,6.69,4.77,5.89,0.69,7.93,4263
7,2016,7.43,1.21,4.38,44.9,3.77,4737
6,2000,6.63,2.36,9.68,20.65,13.82,1105
9,2003,6.78,4.69,7.19,11.52,6.59,1823
3,2003,8.13,3.95,8.28,25.42,6.52,2647
4,2017,7.51,4.82,8,32.98,5.39,4197
4,2008,6.36,3.04,9.12,2.24,9.06,88
2,2024,7.82,1.67,9.65,35.79,15.44,3381
7,2017,6.52,4.13,3.23,38.04,16.71,4703
6,2013,7.08,1.46,9.83,8.31,16.09,3511
10,2024,7.62,0.82,9.09,8.39,12.42,2206
4,2014,6.68,3.53,5.68,10.19,5.61,3185
6,2005,6.96,3.19,8.86,39.83,14.7,4381
9,2023,7.84,4.39,8.16,13.6,0.79,864
5,2009,8.34,4.81,8.55,39.8,15.96,54
7,2014,7.32,4.29,4.54,27.03,15.6,4671
8,2003,6.02,0.3,7.54,38.36,13.4,2080
6,2017,6.85,3.32,3.18,27.68,1.96,557
9,2017,7,3.92,8.94,16.79,19.95,4826
10,2024,6.85,4.91,9.66,45.54,15.13,992
3,2016,7.09,1.87,7.63,35.76,14.7,4896
8,2011,7.58,0.85,6.59,24.2,1.28,4291
3,2006,6.3,4.26,8.08,31.87,7.97,447
10,2015,6.68,1.59,5.28,30.79,1.72,1821
9,2010,7.27,2.99,7.38,17.91,7.22,3819
4,2013,6.79,1.95,8.03,21.19,11.41,2972
3,2002,8.48,2.01,4,15.91,17.58,91
8,2018,7.08,3.66,3.98,49.98,5.66,607
2,2017,8.17,1.81,8.01,29,12.47,1251
1,2009,8.24,3.47,6.02,4.6,3.29,285
6,2005,8.09,0.07,9.22,25.96,7.08,2921
4,2012,6.12,1.62,5.18,2.5,18.94,3306
3,2009,8.37,1.6,3.3,14.43,14.95,101
5,2017,6.32,3.74,7.55,22.3,10.92,3835
6,2019,6.09,1.57,7.79,26.71,5.03,4235
2,2015,7.04,3.17,6.88,48.81,7.59,4930
10,2024,6.49,3.44,7.78,49.11,3.13,1678
1,2024,6.46,3.29,6.67,4.9,7.07,3823
9,2005,6.72,3.02,7.85,26.91,3.01,534
2,2012,6.62,2.07,3.31,40.86,15.91,15
2,2003,7.71,1.87,5.58,11.89,1.62,560
10,2022,6.47,2.82,4.48,37.53,3.79,2925
7,2013,7.36,0.32,3.7,43.93,13.82,2383
10,2000,8.47,4.38,4.64,33.12,18.05,909
7,2019,7.08,4.13,4.34,16.39,19.29,1413
7,2004,7.6,1.73,9.81,46.16,16.72,118
4,2007,8.42,2.83,5.01,44.18,4.23,4062
4,2011,6.34,4.66,4.62,35.79,5.71,3113
8,2001,7.05,1.36,8.84,18.18,17.42,3060
3,2011,8.13,3.71,5.93,39.59,17.79,1491
3,2004,8.33,0.41,5.95,15.81,12.81,2096
9,2021,7.5,2.62,6.11,12.65,6.27,2254
3,2004,6.36,4.42,5.92,25.75,4.48,513
4,2012,8.25,2.76,5.29,49.86,17.05,1233
8,2008,6.44,3.08,5,40.22,4.11,4132
8,2009,6.88,4.54,9.17,36.49,13.24,1479
7,2000,6.94,3.58,4.13,22.6,19.36,3349
10,2002,7.12,3.48,4.27,15.6,14.11,1540
9,2017,7.98,2.93,7,42.8,5.15,129
7,2011,8.01,3.16,5.41,28.39,5.65,3716
10,2002,7.8,4.02,5.95,40.66,1.86,3743
3,2024,6.06,4.9,8.65,24.39,13.72,1771
7,2008,7.41,3.98,9.33,37.7,10.37,4454
6,2001,7.87,3.54,8.53,43.39,4.13,3075
3,2002,7.11,0.68,4.64,19.57,4.55,505
10,2013,8.36,4.09,9.86,0.68,0.18,4913
9,2003,8.06,3.68,5.54,12.75,19.57,4889
10,2024,7.6,3.85,4.18,45.75,16.56,838
7,2018,6.16,1.16,6.5,34.38,7.88,3871
7,2012,7.63,4.52,8.08,36.86,18.92,4718
2,2006,8.28,0.49,3.58,16.26,13.54,2676
9,2011,6.95,1.27,7.44,35.06,15.03,96
5,2002,8.1,3.32,9.01,32.31,13.6,1963
3,2022,6.78,3.37,4.83,8.92,15.14,2866
8,2022,7.43,1.57,7.85,48.43,3.42,4026
9,2008,7.62,3.51,5.8,17.7,11.25,598
8,2001,7.69,1.94,5.9,16.46,16.99,2981
9,2021,8.21,0,4.97,18.46,0.39,3963
9,2008,6.59,0.81,7.37,4.59,2.47,428
10,2011,6.66,4.41,5.53,31.25,4.91,3781
9,2011,7.76,1.11,8.82,11.93,5.89,1324
2,2014,6.44,0.56,9.74,40.17,3.65,2590
5,2001,7.16,3.41,9.55,19.71,12.49,2414
7,2017,6.05,2.2,4.14,22.93,5.88,1767
1,2012,6.35,3.98,3.1,32.32,3.16,1516
8,2013,7.7,4.31,6.07,38.09,18.12,1339
7,2004,7.87,4.23,8.1,11.56,13.9,4094
1,2009,6.29,1.57,9.84,48.31,4.92,4659
5,2011,6.57,2.53,8.48,31.12,7.22,3403
5,2009,6.25,3.25,7.06,0.28,14.82,2546
8,2023,7.08,1.61,3.18,20.78,15.82,976
8,2010,6.32,0.21,8.78,21.84,3.53,1614
5,2024,7.09,2.48,4.24,40.46,18.73,1584
1,2001,7.83,0.06,3.39,15.26,15.71,4061
9,2004,7.71,4.75,8.95,16.56,17.14,4651
3,2006,6.7,3.98,6.96,3.52,2.88,1270
6,2005,7.68,0.96,3.9,14.18,2.87,218
7,2021,8.32,1.44,5.71,35.85,6.11,533
10,2022,6.87,4.91,3.6,31.74,1.29,1495
7,2002,6.82,1.87,7.47,4.07,1.82,1373
10,2012,7.43,3.92,4.98,5.73,2.86,4139
1,2002,6.61,2.23,9.06,18.85,14.25,3823
10,2024,7.63,4.32,5.5,37.19,0.6,3949
8,2023,8.08,3.52,6.46,41.65,1.66,64
3,2020,7.15,0.11,3.44,0.73,18.88,4341
3,2005,7.7,1.47,4.93,16.45,1.67,3142
8,2010,7.63,2.79,7.74,21.21,10.75,1724
2,2016,6.1,4.63,8.15,45.56,12.85,2205
1,2009,6.46,0.51,4.7,25.07,19.17,2985
2,2011,8.23,3.01,6.53,13.49,18,3913
2,2016,8.35,1.51,8.72,19.5,8.81,1048
7,2003,7.95,4.45,5.66,21.82,18.84,3654
5,2001,8.3,3.83,3.94,33.5,8.65,2872
7,2010,6.77,1.85,6.02,2.05,13.4,4255
5,2006,6.62,0.84,7.2,19.47,5.19,1004
6,2001,6.96,0.06,3.05,32.33,12.73,2122
10,2017,6.14,3.11,5.44,14.17,10.76,4574
5,2020,8.02,2.03,7.25,29.59,12.14,3981
8,2003,8.46,1.57,9.66,17.86,13.65,4482
7,2007,8.06,4.93,5.86,37.94,3.47,471
1,2019,7.39,2.33,4.14,3.03,6.03,3405
10,2013,6.74,3.75,6.74,45.9,14.72,308
6,2011,6.49,0.89,5,8.58,3.28,2934
5,2021,6.91,0.07,4.5,7.93,6.88,4796
6,2020,7.67,2.09,7.13,42.03,13.33,3047
1,2017,7.12,3.33,9.41,43.46,18.75,1921
2,2010,8.34,2.53,8.85,4.65,1.51,2999
3,2007,8.14,4.45,4.28,45.44,10.33,2017
1,2001,6.26,2.17,8.36,13.66,1.64,4881
4,2024,6.33,1.56,4.61,30.93,7.58,1478
1,2014,7.69,4.58,5.03,3.43,3.51,2352
6,2008,6.58,2.03,9.44,19.03,12.99,4197
8,2018,7.98,1.35,9.38,22.54,15.16,4870
7,2019,7.48,0.49,4.18,29.99,4.95,3459
8,2007,6.57,3.97,3.45,26.26,14.26,3754
6,2024,7.2,4.13,5.05,23.07,8.94,1231
7,2018,7.02,0.17,7.07,47.98,5.67,3120
4,2004,8.18,1.79,9.14,9.25,10.47,571
3,2010,6.08,3.75,3.83,7.9,7.59,3589
10,2014,8.24,4.73,5.9,35.67,4.6,147
6,2007,7.63,1.89,4.9,3.73,15.14,3443
5,2018,7.84,4.36,3.1,24.14,15.95,596
6,2022,6.01,1.97,8.52,24.2,16.01,1070
6,2007,7.57,0.9,8.69,15.5,7.64,3745
7,2018,7.47,0.02,4.55,46.52,3.39,4250
9,2017,7.34,1.65,4.06,14.13,16.81,4325
1,2009,7.96,1.89,4.01,14.42,6.59,3371
9,2006,7.39,4.73,6.25,11.71,14.96,157
4,2008,8.14,1.03,4.73,7.29,16.35,922
5,2000,6.58,1.91,6.58,18.2,15.36,3318
3,2018,8.01,0.13,5.69,34.04,7.8,2346
2,2004,6.45,3.82,4.48,37.11,18.76,4050
4,2018,8.03,4.58,8.26,40.67,13.2,1246
2,2000,8.35,1.19,4.05,9.88,11.51,765
2,2014,6.84,2.14,8.59,1.78,13.96,3651
3,2015,7.32,0.61,6.93,48.73,0.89,2612
8,2022,7.65,2.28,8.82,0.72,7.81,4562
9,2006,6.2,0.67,3.03,48.03,17.62,3828
6,2011,7.24,2.62,8.24,41.44,3.22,4581
10,2007,6.9,3.67,3.36,45.6,8.29,443
2,2004,8.18,2.77,9.65,19.36,8.1,904
5,2009,8.19,1.23,7.92,9.86,7.12,2910
4,2020,7.75,1.77,5.24,30.32,11.25,3209
8,2004,7.64,3.19,5.24,37.06,19.92,1801
2,2016,7.83,2.95,9.03,6.54,5.12,925
8,2004,6.91,0.68,9.32,39.88,14.1,3721
8,2021,7.01,4.22,9.24,10.43,15.16,4387
2,2014,7.38,2.38,8.66,24.58,11.69,751
7,2012,8.35,0.81,8.73,42.82,1.95,1234
1,2000,7.81,0.61,7.01,9.67,11.45,2922
5,2010,7.38,4.83,3.2,12.09,19.07,662
6,2022,7.93,1.41,3.61,3.14,6.84,3195
6,2000,6.93,4.54,7.55,7.33,12.79,1584
5,2010,7.83,2.05,5.81,7.33,19.19,919
7,2017,7.03,1.93,6.97,10.17,15.96,4219
6,2017,6.7,3.5,4.62,14.31,13.77,67
8,2020,7.52,0.05,7.55,40.75,19.42,4570
3,2015,7.72,1.69,4.7,45.79,3.41,4453
4,2012,7.15,1.51,6.23,20.31,15.45,1766
9,2006,7.41,4.34,6.35,6.41,8.14,1953
6,2000,7.74,2.65,4.24,11.19,7.21,2568
5,2015,7.92,1.82,9.13,36.81,10.41,3708
3,2000,8.24,1.33,6.68,33.87,0.68,4928
2,2016,6.89,2.95,9.07,48.36,6.25,2671
1,2005,8.38,0.76,4.84,0.72,3.32,3399
5,2001,7.59,1.23,4.21,37.54,2.77,1353
8,2016,7.97,1.47,3.13,25.29,6.75,442
1,2005,7.75,3.04,3.66,45.13,16.05,600
4,2013,6.51,1.87,4.03,28.81,4.02,3166
4,2017,6.18,2.53,3.55,22.33,10.63,3942
7,2005,7.82,3.25,9.28,33.29,14.97,2809
10,2009,7.28,4.78,9.38,41.68,4.82,3388
7,2023,7.76,3.82,9.56,14.12,18.48,4582
3,2017,7.19,2.03,9.72,5.38,17.33,2786
1,2008,6.78,3.74,6.44,21.65,5.02,2695
10,2007,6.71,4.75,6.71,10.73,19.79,3648
2,2009,7.83,2.5,3.92,21.48,13.38,2052
8,2016,6.69,2.05,3.96,49.55,5.72,631
1,2022,7.79,0.39,8.41,28.71,13.62,3442
7,2005,6.96,4.46,8.99,34.68,13.32,1754
9,2013,7.93,1.23,8.49,33.9,12.12,3033
10,2021,6.36,0.32,8.84,41.04,14.23,1578
10,2021,6.51,2.69,4.94,47.21,5.37,25
8,2005,7.71,4.23,6.26,32.94,19.58,2209
6,2006,7.4,2.03,6.21,23.8,17.16,2902
4,2011,6.51,3.92,9.97,15.89,14.91,1129
4,2002,8.26,4.18,9.64,18.01,0.53,4996
9,2013,6.69,2.27,7.19,16.72,11.81,4104
3,2021,7.05,2.95,3.97,16.22,14.13,4145
3,2018,6.51,2.67,4.81,34.73,17.08,441
2,2022,6.97,4.7,5.55,29.39,18.92,3895
1,2015,7.23,3.63,9.11,10.1,18.32,4797
5,2006,6.74,4.63,4.19,48.48,8.12,4849
6,2007,7.92,1.1,4.54,21.39,17.93,1828
7,2017,6.98,1.55,5.45,28.3,0.01,1535
5,2024,7.82,0.35,9.49,35.13,7.03,4325
5,2012,6.52,2.5,6.53,30.68,2.28,559
10,2020,6.94,4.37,7.53,15.55,17.66,1173
9,2008,6.02,1.63,5.71,39.89,18.56,1878
4,2009,7.9,0.64,4.32,5.51,5.12,2255
2,2020,7.56,0.34,4.56,28.45,7.35,1084
3,2022,8.04,2.24,8.62,13.67,19.68,3914
9,2008,7.14,0.82,9.25,30.79,11.32,238
10,2014,8,1.73,6.45,10.9,9.94,2914
7,2019,7.62,4.1,5.5,38.61,10.01,2095
2,2001,6.01,1.92,8.65,11.38,13.92,1471
10,2024,6.63,3.05,7.71,44.52,19.09,2045
4,2012,7.23,2.51,3.29,43.08,7.33,4612
4,2001,7.55,3.59,5.46,18.12,3.45,3683
4,2018,6.16,0.78,7.78,19.29,3.7,204
9,2001,7.76,4.6,7.02,35.08,0.41,3600
9,2002,7.36,3.22,9.85,4.52,11.11,2137
3,2005,7.31,1.35,9.06,4.05,18.58,1213
3,2002,6.73,0.62,3.42,6.82,14.26,3834
7,2009,7.49,0.75,8.08,28.12,19.86,3091
2,2023,6.07,3.91,5.35,7.45,18.19,1382
8,2005,6.16,2.94,7.77,13.88,9.84,3680
8,2022,7.83,1.9,7.32,32.35,9.73,1679
10,2015,6.8,1.66,6.52,0.78,12.57,6
4,2016,6.87,4.28,8.97,9.01,2.22,1885
2,2018,6.52,4.37,7.96,46.5,12.15,3498
5,2002,7.11,2.91,9.23,33.18,9.28,295
9,2017,6.13,2.62,4.97,15.28,12.85,263
1,2006,6.75,4.08,5.44,2.27,11.3,2137
6,2008,7.32,3.75,7.35,29.3,6.21,4948
7,2019,7.16,2,9.77,11.14,12.16,3865
4,2011,8.5,0.41,5.6,48.01,7.32,4496
4,2004,6.97,3.84,3.23,34.35,3.89,4452
4,2002,6.97,0.84,6.12,48.71,13.5,2546
9,2010,7.26,0.08,6.81,42.44,6.13,4929
9,2024,6.48,4.22,8.61,24.15,17.78,4530
6,2003,8.19,2.89,8.1,33.48,3.99,118
5,2004,7.43,4.46,9.75,40.61,12,2395
2,2000,6.48,2.42,8.48,28.91,11.43,3367
4,2017,7.98,4.63,5.09,3.07,3.95,1702
8,2011,6.09,1.77,7.49,23.52,8.8,529
3,2012,8.46,3.62,7.71,6.53,13.51,3674
8,2008,8.16,1.5,9.99,35.74,6.37,302
10,2001,7.45,0.01,3.97,34.03,2.28,4067
8,2004,6.28,1.9,4.34,49.65,12.3,4251
10,2012,6.54,3.69,4.09,31.44,4.48,3968
1,2015,6.7,0.75,7.12,40.01,13.63,13
3,2015,6.6,2.52,3.95,13.41,16.79,2803
8,2023,7.24,1.06,7.59,17,2.47,888
1,2002,8.36,0.37,8.63,45.85,8.75,3528
7,2021,7.11,3.09,6.03,37.76,8.9,1196
2,2003,7.65,4.76,6.92,32.76,12.65,4540
1,2010,7.72,1.55,9.39,12.7,6.69,2169
2,2022,8.18,2.9,6.99,34.93,8.37,3568
8,2013,6.08,4.77,4.46,44.34,0.24,2231
5,2002,7.01,3.25,5.4,11.54,2.45,1843
1,2015,7.96,3.37,6.71,35.31,11.4,3651
3,2021,8.04,0.89,4.08,19.68,4.32,3876
8,2014,8.32,2.46,7.29,5.94,2.89,2718
4,2009,7.76,1.84,9.99,38.17,6.49,48
9,2008,6.61,2.35,7.57,8.36,3.27,180
1,2010,7.26,4,5.61,12.64,1.19,3878
3,2015,6.08,2.3,5.32,39.15,5.68,1417
7,2009,7.62,0.31,9.52,37.11,3.29,3464
4,2016,7.39,4.53,9.1,12.71,15.99,3419
7,2018,7.67,2.72,6.31,47.05,1.25,529
8,2001,8.33,4.62,5.47,10.76,14.95,4679
9,2023,7.72,2.86,7.97,49.68,7.66,1286
1,2022,6.8,0.35,5.2,36.89,13.51,2190
1,2001,6.5,2.76,3.84,19.63,1.05,706
5,2005,8.14,2.88,5.17,6.52,18.41,3217
5,2018,6.49,1.07,6.04,16.03,15.35,293
8,2007,6.4,2.36,4.79,9.69,2.8,1561
8,2002,6.52,2.3,4.52,31.09,4.38,4517
9,2013,7.27,3.11,3.04,17.84,12.88,2611
5,2024,6.31,1.3,7.42,14.75,18.43,660
3,2015,8.35,2.91,7.3,37.86,8.92,3178
3,2000,8.42,1.2,4.32,11.53,9.71,3389
9,2020,8.43,2.23,9.61,29.34,4.76,2106
3,2002,6.1,0.61,5.87,9.73,7.66,3063
10,2021,8.37,0.19,3.18,35.74,5.72,2840
2,2017,8.49,1.6,4.54,31.26,7.01,3496
9,2008,8.36,1.37,7.84,39.91,0.41,2578
9,2005,7.68,2.03,4.41,3.42,0.82,2051
6,2022,7.75,4.81,3.38,10.51,13.61,2409
4,2020,6.31,2.61,7.32,7.72,13.64,2953
4,2024,8.19,2.77,6.63,9.53,6.6,368
10,2000,6.15,4.71,8.33,5.15,17.71,538
5,2020,6.79,4.61,8.41,28.1,5.32,2927
8,2009,8.48,4.42,9.72,29.67,7.92,2393
8,2005,7.06,0.49,3.4,42.17,14.63,730
7,2022,6.33,3.17,3.27,20.89,14.87,896
10,2011,8.42,4.04,9.91,26.62,17.22,4659
9,2003,8.46,4.18,7.51,49.57,0.58,2368
10,2012,6.47,2.89,8.01,26.59,3.68,4559
10,2016,8.16,0.09,3.68,28.68,12.81,2680
10,2007,6.98,4.87,3.49,49.8,6.76,2380
4,2019,6.95,2.36,4.12,49.71,0.87,14
10,2002,6.66,1.97,5.99,21.2,11.73,3128
2,2011,6.11,1.97,3.77,31.75,7.86,1353
8,2006,6.67,2.12,6.12,24.04,7.28,3135
7,2011,6.13,1.21,6.93,36.04,5.29,2277
2,2001,8.31,1.64,3,46.92,0.12,10
7,2023,7.65,4.93,3.8,15.48,3.65,1656
6,2013,8.22,1.84,5.63,40.94,9.48,1247
7,2021,7.79,2.63,3.37,32.74,5.51,1660
8,2022,6.33,4.24,3.93,14.01,17.49,1763
8,2004,8.35,2.64,4.62,39.86,2.86,541
10,2008,8.25,1.62,6.01,21.36,17.51,1529
1,2020,6.87,2.62,8,6.02,8.1,1180
6,2010,6.28,0.57,3.93,49.67,5.52,2688
9,2004,7.76,0.65,8.17,21.28,6.09,2617
3,2002,7.82,3.47,8.99,27.08,6.6,2754
7,2016,8.24,4.59,7.56,40.4,10.13,928
1,2001,6.13,3.63,3.31,48.04,7.08,1426
10,2023,6.35,0.37,6.08,43.64,12.94,3659
4,2000,7.5,2.01,7.62,26.25,8.5,2233
9,2006,7.55,0.01,9.85,27.28,13.43,3909
5,2013,6.08,2.56,9.66,14.04,12.09,4990
1,2004,6.99,0.97,5.77,23.14,4.89,2061
4,2018,7.46,4.34,7.31,47.34,16.26,4097
6,2010,7.84,0.52,9.24,36.35,15.98,2563
10,2022,6.79,0.01,8.82,0.59,19.78,2803
9,2024,7.21,2.26,6.36,5.83,3.5,2293
9,2001,8.04,0.78,4.83,46.19,16.96,1625
9,2007,8.38,3.69,3.96,42.44,17.44,571
6,2008,6.58,4.6,6.42,24.31,12.84,4531
7,2002,6.63,0.21,8.06,30.85,10.13,2400
5,2001,8.35,1.98,9.79,14.48,19.15,1711
6,2006,6.99,4.98,9.03,39.64,19.45,382
3,2004,7.8,3.66,4.43,30.17,12.83,1083
5,2020,7.53,4.77,8.04,34.74,7.19,1949
8,2004,6.71,0.82,5.02,18.75,16.34,2517
10,2019,7.63,1.11,7.78,21.52,1.79,4169
6,2012,7.64,0.77,7.66,10.38,5.81,3497
4,2020,7.48,1.51,4.91,47.4,19.71,3314
5,2019,6.25,3.62,4.64,47.33,16.29,4930
3,2005,8.49,0.82,3.73,40.89,18.79,2675
8,2019,7,2.62,3.35,46.78,11.9,3394
7,2017,7.6,1.35,9.01,33.27,8.15,1203
4,2024,8.21,4.15,3.35,11.73,19.59,773
5,2001,7.06,0.03,3.62,38.01,6.19,3056
10,2024,7.93,1.12,4.67,16.26,15.15,2313
4,2005,8.43,3.03,9.21,22.02,11.16,2597
8,2008,6.9,0.48,5.33,13.72,4.57,1403
4,2024,7.01,2.33,4.34,21.18,0.35,4172
2,2002,8.26,2.18,8.01,33.97,7.68,3061
1,2000,6.4,4.26,5.23,5.53,10.95,3325
7,2000,6.07,3.13,5.33,5.26,3.66,1403
8,2018,8.27,3.2,8.17,34.19,8.29,3320
4,2004,8.05,4.76,4.76,38.98,12.3,869
1,2012,8.43,4.91,9.28,27.57,14.3,1083
1,2018,6.15,3.27,6.93,9.08,1.05,973
4,2011,6.39,2.61,6.76,21.54,13.28,1225
10,2015,6.26,3.04,4.85,37.91,1.13,1802
2,2024,7.71,1.91,8.85,34.29,0.56,2964
6,2024,7.52,4.94,7.01,5.49,3.05,1188
2,2018,6.9,3.53,4.09,48.46,13.07,3443
4,2002,6.14,1.46,4.44,11.17,1.06,3934
7,2011,7.6,0.29,6.28,11.02,0.42,4409
6,2004,7.43,0.22,8.46,22.99,2.36,1321
8,2001,6.28,1.02,9.58,16.36,18.99,2023
2,2021,8.27,1.16,7.64,49.2,18.15,4731
4,2006,6.5,2.08,6.54,3.82,1.73,4512
2,2012,7.86,1.07,4.76,15.32,6.08,438
6,2024,8.21,3.15,7.71,19.14,18.95,164
3,2014,7.45,1.06,9.88,24.67,1.95,3337
5,2021,6.62,0.94,6.33,0.82,1.89,3350
2,2002,6.77,2.36,4.13,4.12,1.72,987
8,2020,8.21,4.44,3.72,12.89,19.53,2529
8,2019,6.75,2.34,4.88,27.7,14.86,4612
9,2004,7.87,2.07,6.99,38.39,4.29,4177
2,2023,8.48,2.89,9.63,34.32,0.92,4214
5,2007,8.5,1.29,5.09,28.35,19.3,3845
10,2021,7.33,1.77,5.14,19.86,8.51,1326
1,2000,8.07,1.07,6.37,43.53,11.97,3286
5,2007,8.48,2.86,9.43,22.99,5.58,27
1,2023,6.94,3.49,5.93,14.96,15.17,2024
1,2017,6.63,3.37,4.56,31.47,3.94,4593
3,2019,6.29,1.27,4.14,34.61,15.74,193
9,2015,6.35,3.9,6.2,19.92,4.61,591
5,2017,8.13,1.28,8.6,1.41,1.96,2489
5,2019,7.47,0.75,5.04,4.71,9.58,1857
3,2011,8.18,1.75,6.59,42.28,16.26,112
2,2012,7.97,2.99,7.22,2.83,7.7,1317
2,2012,7.68,0.71,6.15,29.6,0.58,1737
2,2009,7.52,3.24,4.34,9.19,11.07,2061
7,2006,6.12,4.32,9.45,11.45,13.61,1690
1,2024,8.18,1.47,6.96,13.67,14.81,3668
7,2013,7.04,2.25,8.1,1.91,8.04,1394
9,2023,7.4,1.14,7.45,8.86,1.94,3168
3,2015,6.05,1.81,9.99,32.52,11.69,3559
5,2014,8.34,0.11,6.19,24.94,6.59,2236
1,2011,8.26,4.77,5.97,39.87,18.94,3883
7,2008,7.36,2.08,5.52,3.06,10.05,3251
7,2007,7.44,3.94,5.53,44.44,9.45,3932
4,2017,7.76,0.71,4.93,49.82,6.18,3014
7,2022,6.66,4.06,9.86,0.79,6.78,3486
10,2017,6.55,4.3,9.1,48.38,10.26,1128
5,2012,7.69,3.58,5.22,11.79,6.13,1696
10,2017,6.26,4.52,5.14,34.63,17.85,132
5,2014,7.14,0.84,3.72,14.62,8.78,4665
3,2003,7.23,2.38,9.14,26.09,5.84,4220
5,2016,6.95,3.1,5.6,25.52,3.11,3539
10,2004,6.46,2.98,7.01,18.06,13.45,2988
5,2021,6.89,4.31,9.3,35.88,0.52,4302
3,2015,6.84,1.08,5.86,29.98,9,3293
3,2008,7.25,0.88,8.65,25.41,11,311
9,2009,7.69,1.27,6.01,49.14,6.8,2429
5,2023,8.42,4.46,7.91,47,15,1785
4,2017,6.36,4.71,6.02,47.77,13.51,4391
2,2016,8.18,2.85,5.75,44.07,19.43,401
8,2017,6.71,2.51,9.93,12.76,10.18,1596
3,2006,7.48,3.03,7.29,17.5,10.76,121
6,2003,7.37,3.08,5.57,11.55,4.92,750
2,2004,7.39,0.85,4.8,49.31,7.71,105
1,2022,7.81,3.43,3.28,7.63,0.54,1059
5,2015,6.95,2.26,7.95,18.33,13.79,4167
10,2002,6.8,2.59,5.61,9.95,6.23,4663
8,2017,8.13,0.15,8.75,11.17,10.81,3238
6,2022,6.55,3.82,5.55,12.35,5.1,1244
2,2020,6.45,4.18,5.61,31.98,12.42,75
5,2013,6.04,3.1,8.45,3.8,8.95,1009
9,2014,6.53,3.74,6.43,28.63,9.64,3282
1,2016,7.3,2.61,9.19,40.96,18.85,2275
8,2000,7.35,3.09,7.13,38.33,14.12,3808
4,2024,6.64,1.97,4.68,7.56,5.24,452
9,2020,6.18,3.96,6.98,45.74,10.08,765
6,2016,7.86,2.34,3.03,38.5,9.33,4582
8,2022,7.89,3.4,5.19,0.27,15.9,2715
9,2024,8.49,3.11,4.46,36.87,16.67,1497
1,2010,8.25,3.51,7.58,36.87,5.67,3946
4,2016,8.32,3.93,3.95,24.84,16.42,3732
9,2013,8,2.56,5.03,2.3,3.59,4925
7,2019,7.54,4.07,5.32,29,15.26,2838
4,2018,6.32,2.49,3.02,38.29,4.98,489
6,2020,7.56,4.78,3.33,13.54,5.96,2423
1,2006,6.14,3.76,5.18,33.35,17.05,1935
5,2023,8.21,0.86,4.56,17.7,8.4,2749
10,2012,7.2,4.15,3.82,28.69,19.81,3296
10,2017,7.74,2.76,4.08,19.23,3.04,4570
10,2022,6.13,4.92,8.85,15.19,9.27,3691
8,2013,7.34,3.59,7.78,42.8,14.65,1103
6,2000,6.75,0.42,6.39,37.69,0.11,1599
1,2006,6.71,1.97,9.36,17.27,3.04,3281
4,2007,6.97,2.59,3.21,21.73,0.41,3160
8,2017,6,4.2,5.41,34.59,19.86,3945
6,2008,7.17,3.65,8.76,40.55,15.21,225
5,2000,7.22,1.85,7.4,34.22,7.47,4803
7,2021,8.16,3.27,9.87,27.05,3.13,1714
1,2016,7.12,2.88,9.61,47.72,1.81,4149
10,2018,6.91,0.63,4.19,38.71,10.64,2243
9,2005,8.49,1.17,9.8,5.78,19.52,2892
1,2002,7.43,1.71,9.62,27.91,13.49,2345
3,2023,7.18,0.98,5.62,20.48,7.3,578
6,2004,7.24,0.75,9.88,39.75,10.02,1698
2,2001,8.02,0.29,3.25,2.23,19.98,4595
